Sample,SBS1,SBS4,SBS5,SBS9,SBS12,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS22a,SBS24,SBS29,SBS30,SBS31,SBS35,SBS40
Liver-HCC::S.11,95.90728576343773,2327.941238214869,8842.617596996703,0.0,786.4130015085376,0.0,161.14816380971473,0.0,0.0,89.343518055413,0.0,0.0,0.0,0.0,0.0,0.0,1159.5705263405355
Liver-HCC::S.12,187.863847827349,1879.5630762575588,1803.6164201727604,0.0,1297.5554931768895,0.0,0.0,0.0,152.3445224276973,61.33221990518498,0.0,0.0,0.0,0.0,0.0,0.0,268.9661340982627
Liver-HCC::S.13,185.3103843010369,270.83105508544617,17191.04871042372,0.0,0.0,891.9973946245192,0.0,0.0,0.0,279.99107708271833,0.0,0.0,1678.1553345383222,0.0,0.0,0.0,0.0
Liver-HCC::S.14,94.5445576127471,0.0,3329.1210239179572,0.0,3004.921548346486,0.0,0.0,0.0,0.0,61.94537389087209,0.0,476.56261972786706,698.4521431007779,370.61090832388993,0.0,0.0,4452.875751192569
Liver-HCC::S.15,72.43796334689674,0.0,1212.0394960018446,145.84394750894566,0.0,0.0,0.0,18.035469943829813,0.0,0.0,0.0,0.0,1593.0351730089146,61.85917735896156,0.0,0.0,2196.974387431178
Liver-HCC::S.16,149.01308341326927,0.0,9291.559637999633,0.0,1058.822424020498,160.51459636407486,49.95867500200141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.5934937534894,0.0,0.0
Liver-HCC::S.17,88.31713058286796,0.0,4059.6554946762053,0.0,6163.619352275145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.09101669724714,0.0,0.0,1629.0266645029162
Liver-HCC::S.18,506.9149743376138,0.0,1792.2844038515432,0.0,1751.8945335059236,314.3721981607758,0.0,15.890255323442355,249.3178355846508,62.26679182992504,0.0,0.0,424.77441811209087,97.56696513326919,0.0,0.0,0.0
Liver-HCC::S.19,314.4833040018474,0.0,8457.22177525417,0.0,1780.1448759495397,539.9272226908488,187.82843669862763,0.0,0.0,0.0,0.0,175.3439003052942,888.5293659862485,0.0,0.0,0.0,0.0
Liver-HCC::S.20,39.4760442690296,0.0,3889.9398148342198,0.0,2269.934413108454,1054.2710686586759,0.0,0.0,0.0,86.27044306867828,0.0,123.3301693039336,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.21,0.0,0.0,13405.456385991016,0.0,292.85841932083156,838.2633035239568,258.7851176541181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.22,26.688631610624824,0.0,1354.539200336734,0.0,3055.946032020025,435.13298717388943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.99845903551001,0.0,0.0
Liver-HCC::S.23,0.0,0.0,5274.368650279035,222.49615821161447,4797.895714597145,692.3601932592808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.14963348992868,0.0,0.0,0.0
Liver-HCC::S.24,0.0,0.0,2634.7128521408495,0.0,0.0,403.04473228490724,115.78666777526853,15.552379519115723,0.0,0.0,0.0,0.0,0.0,1451.3988337619146,0.0,76.97594368972248,232.70032944053065
Liver-HCC::S.25,124.14881694376594,552.3087081988798,9733.475026076172,0.0,2457.605723443519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.58550878927409,0.0,0.0,0.0
Liver-HCC::S.26,55.893252951157386,0.0,8023.218057653164,0.0,3527.5194405855555,207.52357505499805,0.0,0.0,0.0,89.82288147086095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.27,156.78784289151704,1863.8114358868072,5457.727380013736,0.0,0.0,179.38601035298646,0.0,0.0,0.0,1429.178375411187,0.0,0.0,322.8747795477221,126.56631237605245,129.34943985495744,0.0,0.0
Liver-HCC::S.28,0.0,0.0,4398.936909309505,0.0,0.0,0.0,0.0,86.82325905430984,0.0,0.0,0.0,0.0,0.0,223.91338895148607,111.33193263074153,204.1132338401131,3918.677801744502
Liver-HCC::S.29,37.98313436034818,0.0,4517.202097820832,0.0,3145.714324478443,0.0,0.0,0.0,0.0,0.0,62.52563984503446,0.0,0.0,570.2728408003347,0.0,0.0,1155.0514216907602
Liver-HCC::S.30,0.0,58.320942229369614,2057.4945865753357,0.0,164.61450737311029,83.00483908065364,0.0,0.0,0.0,0.0,0.0,0.0,625.1054278490202,105.60715117261773,0.0,0.0,252.271142344749
Liver-HCC::S.31,0.0,0.0,3667.348345417359,0.0,3766.358122143349,0.0,0.0,0.0,728.6437047262322,0.0,109.76020315084374,0.0,2702.029455670799,212.37249707220732,0.0,0.0,0.0
Liver-HCC::S.32,0.0,0.0,3939.3417666524488,0.0,129.20272074251622,0.0,67.33065259247682,0.0,0.0,0.0,0.0,0.0,1587.3382721344492,0.0,0.0,0.0,4345.1176054288235
Liver-HCC::S.33,156.3828756472992,0.0,4715.6841797671905,283.60066176796784,2511.085367280234,193.64233501855563,102.7115934959609,0.0,0.0,0.0,0.0,138.97662468665442,0.0,240.79000540015429,0.0,0.0,445.40597790714526
Liver-HCC::S.34,117.38072366077348,0.0,4326.533903387913,162.52557624750855,6532.141447683934,0.0,0.0,0.0,0.0,0.0,84.6882343365216,0.0,122.01716629371528,156.42304602125947,0.0,0.0,552.5618285404927
Liver-HCC::S.35,113.60277997521122,0.0,5225.57624273234,0.0,3819.0957325182108,752.2125927825987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.37,132.52264091762862,351.3682363903877,6457.89100377096,170.9039308737452,2017.8031100943783,478.2412095410656,73.49617460418597,0.0,0.0,0.0,98.65528758748906,0.0,0.0,768.2516603622669,761.4276069977849,1828.1443580733055,0.0
Liver-HCC::S.38,249.67401864912028,0.0,3303.327463970549,125.10999890518978,201.18430091802924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.78550005282945,3208.2420122133262,0.0,333.09339797305853
Liver-HCC::S.39,99.46409749108824,0.0,4792.188304957794,393.3820183635677,552.3193370631828,0.0,0.0,0.0,0.0,238.07727467279372,0.0,0.0,0.0,454.02592420947764,0.0,180.2801780600978,12664.889925513722
Liver-HCC::S.40,169.10527053279318,3329.081821326796,10177.688470032856,0.0,364.2234332490842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.52322228320753,0.0,312.5737861418584,763.4823946632437
Liver-HCC::S.41,0.0,0.0,7025.225492339198,0.0,5709.244240373926,2251.814441739502,0.0,0.0,0.0,0.0,0.0,0.0,119.85101781679518,0.0,0.0,0.0,0.0
Liver-HCC::S.42,83.88085490983202,0.0,9784.024146727339,0.0,580.0568508391716,124.1103732975412,153.2670742699659,0.0,0.0,0.0,0.0,0.0,168.76112679768812,0.0,0.0,0.0,0.0
Liver-HCC::S.43,240.4255688688098,457.23184861914285,1772.3440462211101,0.0,2580.058490984509,233.96471443840952,33.86173965189225,0.0,0.0,0.0,0.0,0.0,1513.1348451791641,156.52998805858988,0.0,0.0,2972.3573084483114
Liver-HCC::S.44,317.8559732378039,0.0,11527.288665102893,0.0,4240.60957255149,1865.0664006680597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.45,0.0,0.0,6830.041090465093,0.0,3000.0733390212663,493.8319113833198,76.96665981729991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.46,147.52253354385815,4576.125639806691,11205.210823360305,327.9234405765101,1785.6589109158856,150.5584447416451,0.0,322.80732452089075,0.0,0.0,261.1638561316662,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.47,191.77630679932795,4115.762828205025,8598.767166649792,0.0,0.0,1394.6700040023718,0.0,0.0,0.0,249.70172759724295,0.0,288.4994986457606,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.48,118.60529596563885,0.0,12162.241694345405,0.0,864.3652285071831,276.6234628322272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.49,180.7438638036364,0.0,7431.934012917302,0.0,0.0,0.0,0.0,1555.3746379740996,0.0,165.02707185483393,0.0,0.0,890.122546053609,0.0,0.0,0.0,0.0
Liver-HCC::S.50,0.0,0.0,9232.703673457103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10344.854779173877,0.0,1145.7816554041415,0.0,0.0,556.2804152687577,0.0
Liver-HCC::S.52,0.0,0.0,10331.681285785582,0.0,1836.685320073784,1364.3475674280946,0.0,0.0,293.51284015795005,0.0,0.0,0.0,975.0344703891866,0.0,0.0,0.0,7100.511348630403
Liver-HCC::S.53,93.17088910321385,4313.83593073067,8353.87834262169,404.5770936193104,1208.0285999335279,0.0,0.0,0.0,0.0,0.0,0.0,151.8921039003078,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.54,42.19491790514363,3296.6100992809756,2687.0385313652687,237.94156717899003,2612.0593060563933,0.0,0.0,0.0,180.81230850360078,0.0,0.0,0.0,974.9540241806022,153.07133984825606,0.0,0.0,0.0
Liver-HCC::S.55,0.0,3267.3874256956265,2718.1949734953027,0.0,109.65942782059832,0.0,0.0,0.0,768.6267504360372,0.0,0.0,509.7361345623239,598.3350279104578,0.0,0.0,835.552395083322,602.7806179729175
Liver-HCC::S.56,258.08450951018517,0.0,5741.261209379013,0.0,0.0,763.3183640992598,0.0,0.0,753.8506967237693,3982.2054919307593,0.0,0.0,2029.461566635288,0.0,1200.0977981692406,0.0,0.0
Liver-HCC::S.57,0.0,0.0,6883.101195070718,0.0,2331.317403968414,2105.3586191002046,0.0,0.0,93.14675060659958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.58,124.52317640825966,384.17786710942147,19042.552376493542,0.0,0.0,1338.3683206756132,0.0,0.0,791.4558787141102,0.0,133.20759149189715,0.0,0.0,864.8723554619784,0.0,0.0,0.0
Liver-HCC::S.59,276.9584521001419,0.0,5051.648271841236,0.0,11692.44922461509,0.0,198.3553169952214,0.0,0.0,191.5459098122221,0.0,726.8076304626459,606.3121582797917,312.9303811174714,0.0,4401.413701787953,1279.698422337023
Liver-HCC::S.60,88.64738518294632,2936.2916276879982,2713.4414137956824,0.0,254.29902205906725,161.3406460607907,44.33884330339679,0.0,109.15740756775132,50.10421613396482,0.0,440.3988529296443,947.3653458048641,140.6749306380368,0.0,0.0,0.0
Liver-HCC::S.61,0.0,0.0,9173.406437518015,0.0,5358.007899470922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.81102131382607,0.0,0.0,0.0
Liver-HCC::S.62,36.00059619833471,0.0,7429.489937297494,0.0,1597.9793504027866,84.03924696474932,0.0,0.0,168.19190540220688,0.0,0.0,0.0,1246.7823205284528,376.99641764416293,0.0,203.1795480538428,0.0
Liver-HCC::S.63,138.98046937097598,0.0,10114.449141500316,0.0,615.8092529202498,205.68095071520764,0.0,0.0,0.0,0.0,0.0,0.0,1406.266998288832,0.0,0.0,0.0,0.0
Liver-HCC::S.64,0.0,0.0,8624.613814250424,0.0,2601.917026708855,0.0,0.0,0.0,150.7657211426222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.65,0.0,0.0,8262.702647656331,0.0,681.4635814658052,0.0,0.0,0.0,0.0,0.0,0.0,134.3826203023691,0.0,0.0,189.08240039401483,194.429356167298,0.0
Liver-HCC::S.66,56.79305291326504,0.0,6945.940736578234,0.0,729.2146375558564,0.0,105.462158982015,0.0,125.80582126269876,0.0,0.0,0.0,114.9560595554841,127.80640079573084,0.0,0.0,0.0
Liver-HCC::S.67,0.0,1083.8378747328895,6092.902187866521,0.0,1735.4220700415397,244.24618680421614,0.0,35.815647977449196,0.0,290.2608522561127,0.0,0.0,0.0,144.4032168195946,0.0,0.0,663.9481887077175
Liver-HCC::S.68,335.39498580838017,1727.6348555306745,10585.250576646797,0.0,1456.6160852982725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.69,41.714026101672346,0.0,6372.2142332401945,0.0,207.91934843326624,968.0723908478005,0.0,0.0,0.0,0.0,0.0,0.0,1113.584073075653,147.93790370550187,205.18891284837656,0.0,0.0
Liver-HCC::S.70,0.0,2879.113863093653,5867.013066709464,0.0,1898.5607829802595,110.27481801643695,0.0,0.0,173.52838881954216,0.0,0.0,224.62687801260256,0.0,199.77333309536832,0.0,0.0,4591.767920410466
Liver-HCC::S.71,155.52769499544843,0.0,9025.895840137946,0.0,5634.121828232368,0.0,0.0,148.4863815176053,0.0,0.0,0.0,0.0,0.0,285.496300575486,0.0,0.0,0.0
Liver-HCC::S.72,0.0,0.0,4429.336644617163,0.0,752.3557280570092,0.0,0.0,0.0,54.22769094801708,0.0,0.0,92.15264949188077,0.0,336.9192934732534,0.0,0.0,0.0
Liver-HCC::S.73,110.36762861970573,0.0,6414.722683138885,0.0,3090.9132593310537,905.1190161260893,178.23427015814653,0.0,0.0,0.0,0.0,547.444323216206,2383.7624709887987,106.80868095825046,0.0,0.0,0.0
Liver-HCC::S.74,38.24039365915559,0.0,5632.4396203948,0.0,0.0,91.3861898014058,23.669909276705773,38.22283240326541,0.0,187.55429235487782,0.0,0.0,864.7572839094139,0.0,0.0,0.0,0.0
Liver-HCC::S.75,0.0,0.0,12345.293800164758,0.0,2593.2723475608195,512.3920837528356,0.0,93.32939646011444,0.0,1171.7915503094011,0.0,0.0,0.0,188.69670106894642,0.0,0.0,0.0
Liver-HCC::S.76,134.2476815024008,0.0,9249.132421518238,151.31916093165188,414.23579599868003,0.0,98.65332922772284,0.0,162.60752120491432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.77,136.53716980771318,0.0,9006.56853660443,184.46981995461903,3991.585017502029,126.31371101001518,0.0,0.0,0.0,0.0,0.0,0.0,1712.6671566540333,301.09732874054134,0.0,0.0,0.0
Liver-HCC::S.78,113.72244990394513,0.0,7361.471166809508,0.0,953.9519131370204,176.02824119518596,0.0,0.0,0.0,0.0,0.0,0.0,1093.3863135771724,199.85626271292273,0.0,0.0,0.0
Liver-HCC::S.79,567.2708630716343,0.0,5412.619767014561,0.0,1762.5168744566968,0.0,0.0,0.0,182.99169809650198,242.50063356937684,0.0,0.0,310.2946745293303,0.0,117.02111900641665,181.5001874237609,0.0
Liver-HCC::S.80,144.5311006359002,0.0,6735.254379410256,377.0856618561917,204.86138481370511,3351.3188673282384,0.0,0.0,0.0,591.1864776163977,117.46536149935436,0.0,955.851788520214,0.0,0.0,0.0,10792.502469610938
Liver-HCC::S.81,0.0,0.0,5963.822486237068,0.0,0.0,153.66576072952364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.24860825075686,0.0,0.0,0.0
Liver-HCC::S.82,0.0,0.0,9007.330617082553,0.0,0.0,0.0,130.0490446347567,0.0,0.0,0.0,0.0,0.0,0.0,572.0065743624809,0.0,0.0,0.0
Liver-HCC::S.83,0.0,0.0,9102.286793643561,0.0,0.0,0.0,0.0,39.032193873956956,83.27689061493187,0.0,80.35396915760539,0.0,0.0,132.24036996546636,0.0,0.0,0.0
Liver-HCC::S.84,0.0,5422.834932641211,5204.41877456964,0.0,4948.215151809654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.15996900525582,0.0,0.0,472.9095739755575,0.0
Liver-HCC::S.85,0.0,0.0,4781.934503636434,0.0,3534.4359247155744,0.0,94.16113925413617,28.420398719253214,136.5706520080199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4556.637249114286
Liver-HCC::S.86,250.95831165859508,1428.498175815868,2653.4090660747597,0.0,1512.544743718328,0.0,0.0,0.0,0.0,0.0,0.0,467.8288619653844,701.97433878204,0.0,0.0,294.6661271908183,711.3064204368877
Liver-HCC::S.87,209.10380510991584,0.0,17629.38416341247,0.0,1081.8320207562954,480.5190938378019,0.0,0.0,0.0,0.0,0.0,0.0,272.7347651352486,0.0,0.0,0.0,1320.5952652279682
Liver-HCC::S.88,0.0,0.0,9441.476317785558,0.0,755.8237991003984,0.0,48.22918640123977,0.0,0.0,138.4476986724544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.89,0.0,0.0,3844.6347064474908,0.0,4464.520731145892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.90,180.21404415115012,0.0,7697.047061199606,0.0,415.709030209599,146.44077856095143,0.0,0.0,0.0,153.53173028766227,0.0,0.0,874.668055266861,0.0,0.0,0.0,0.0
Liver-HCC::S.91,0.0,0.0,3885.5793591237775,0.0,2876.3513816647255,0.0,50.99746161292691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.92,80.45207535094833,0.0,4805.147848568027,0.0,2076.77511236338,67.06751580143376,0.0,0.0,108.22599192174602,0.0,0.0,0.0,0.0,124.50187229430381,0.0,0.0,0.0
Liver-HCC::S.93,100.24970867215904,0.0,4456.293297568944,0.0,591.4968434899595,346.80121152782107,37.52401265355271,35.999693018509994,390.5625132291294,90.18926508899243,59.15853970937442,560.7289497193492,592.804779258366,200.20995795064192,0.0,0.0,298.14037228384063
Liver-HCC::S.94,84.71557966007022,0.0,3105.57411735117,267.7518160031997,2016.4681770378568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.6177046387124,0.0,0.0,182.61502343504975,0.0
Liver-HCC::S.95,0.0,1514.775661312439,2017.0384381152473,0.0,1819.1381830463115,0.0,0.0,0.0,256.41106527738873,0.0,0.0,0.0,265.3064010281316,0.0,0.0,0.0,1809.3394026851665
Liver-HCC::S.96,178.68994140326254,0.0,3165.3802311807403,0.0,2729.787988495785,0.0,39.91132651433995,0.0,0.0,0.0,0.0,0.0,956.6970577078249,0.0,0.0,0.0,0.0
Liver-HCC::S.97,695.2759341063705,0.0,8969.436663977112,0.0,2181.8889594536267,0.0,71.60126590492176,0.0,762.0757163786589,0.0,0.0,472.5066513445125,0.0,0.0,112.55935026390532,0.0,0.0
Liver-HCC::S.98,181.08374773210392,0.0,6358.500209105619,0.0,2976.9604602421127,816.4226380712845,0.0,0.0,0.0,106.70459278816458,3973.2151194987023,139.99581176001064,0.0,314.2265773915795,0.0,0.0,1480.624556749156
Liver-HCC::S.99,90.25871414814783,0.0,7900.013873824352,0.0,620.2030496137064,769.1461523526837,0.0,0.0,0.0,0.0,91.13641946911798,212.87015987112966,0.0,749.0368564891029,0.0,0.0,1079.541524233605
